word	type	identifier
Amono acid	Chemical	MESH:D000596
2-Isopropylmaleate	Chemical	MESH:C021591
Isopropylmalate	Chemical	MESH:C025313
2-Methyl	Chemical	MESH:C031105
acetoacetyl	Chemical	MESH:C010667
D-phenylalanine	Chemical	MESH:C119108
Hydroxy-glutamate	Chemical	NA
agmatine	Chemical	MESH:D000376
N-carbamoyl	Chemical	MESH:C035122
aspartate	Chemical	NA
Isopropylmalate	Chemical	MESH:C025313
Acetyl	Chemical	MESH:C011632
Phenylpyruvate	Chemical	MESH:C031606
Arginine	Chemical	MESH:D001127
(R)-4-Hydroxy	Chemical	MESH:D006880
2-oxoglutarate	Chemical	MESH:C029743
Pyruvate	Chemical	MESH:D011773
2-Oxo-butanoate	Chemical	MESH:C104228
L-Aspartate	Chemical	NA
Phenylalanine	Chemical	MESH:C119108
Proline	Chemical	MESH:C489032
L-cysteine-sulfinate	Chemical	MESH:C013461
Tyrosine	Chemical	NA
3-Sulfino-pyruvate	Chemical	MESH:D011773
Oxaloacetate	Chemical	MESH:D010071
Pyruvate	Chemical	MESH:D011773
2-Oxoisocaproate	Chemical	MESH:C013082
Glutamate	Chemical	NA
D-Alanine	Chemical	MESH:D000409
L-cysteate	Chemical	MESH:D003544
(R)-2-Methylmate	Chemical	MESH:C016718
L-cysteine	Chemical	MESH:D003545
L-Methionine	Chemical	MESH:D008715
4-Hydroxy-phenylpyruvate	Chemical	MESH:C031606
3-Mercapto-pyruvate	Chemical	MESH:D011773
L-Alanine	Chemical	MESH:D000409
3-Sulfo-pyruvate	Chemical	MESH:D011773
L-Methionine	Chemical	MESH:D008715
oxide	Chemical	MESH:D010087
4-Aminobutanoate	Chemical	MESH:C045417
GABA	Chemical	MESH:D005680
2-Methyl-maleate	Chemical	MESH:D008298
Methylmate	Chemical	NA
