word	source	identifier
Glucose	MESH	D005947
Glucose-6-phosphate	MESH	D019298
Glucose-1-phosphate	MESH	C031590
Fructose-6-phosphate	MESH	C027618
Glucosamine-6-phosphate	MESH	C001293
UDP	MESH	D014530
Hexosamine	MESH	D006595
Fructose-1,6-bisphosphate	MESH	C029063
Dihydroxyacetone phosphate	MESH	D004099
Glyceraldehyde-3-phosphate	MESH	D005986
O	MESH	D013481
1,3-bisphospholycerate	MESH	C401229
ENO	MESH	C095157
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Lactate	MESH	D019344
Acetyl-CoA	MESH	D000105
Citrate	MESH	C102006
NADH	MESH	D009243
FADH	MESH	C058805
FAD	MESH	D005182
2H	MESH	D006859
H	MESH	D006859
NAD	MESH	D009243
Oxaloacetate	MESH	D010071
Isocitrate	MESH	D007523
ADP	MESH	D000244
Pi	MESH	D005165
ATP	MESH	D000255
ketoglutarate	MESH	C029743
Succinyl-CoA	MESH	C012046
Succinate	MESH	D013386
Tricarboxylic	MESH	D014233
