word	source	identifier
Methionine	MESH	D008715
sulfoxide	MESH	D013454
Ovothiol A		
Histidine	MESH	C115717
Homocysteine	MESH	D006710
Cystathionine	MESH	D003540
Cysteine	MESH	D003545
Arginic acid	MESH	D000596
Glutamyl cysteine	MESH	D003545
Oxo-arginine	MESH	D001127
S-adenosyl-methioninamine	MESH	C016207
MTA	MESH	C085586
GSH	MESH	D005978
Arginine	MESH	D001127
Ornithine	MESH	C008973
Putrescine	MESH	D011700
Spermidine	MESH	D013095
Glutathionyl spermidine	MESH	D013095
Glutamate-5-semialdehyde		
Glutamyl-phosphate	MESH	C040262
Arginino-succinate	MESH	D013386
Proline	MESH	C489032
Glutamate		
Glutamine	MESH	C578860
Sb-S	MESH	D000965
Sb-I	MESH	D000965
Sb	MESH	D000965
