word	type	identifier
Ferulic acid	Chemical	MESH:C004999
Glycerol	Chemical	MESH:D005990
Alanine	Chemical	MESH:D000409
Alanine	Chemical	MESH:D000409
Glycerol-3-phosphate	Chemical	MESH:C029620
Caffeic acid	Chemical	MESH:D002109
Aspartic acid	Chemical	MESH:C403564
Phenylalanine	Chemical	MESH:C119108
p-Coumaric acid	Chemical	MESH:C032171
Glyceric acid	Chemical	MESH:C042971
Oxaloacetate	Chemical	MESH:D010071
Malic acid	Chemical	MESH:C030298
Sucrose	Chemical	MESH:D013395
Glucose	Chemical	MESH:D005947
Fumaric acid	Chemical	MESH:C032005
Glucose	Chemical	MESH:D005947
phosphate	Chemical	MESH:D010710
Phosphoenolpyruvate	Chemical	MESH:D010728
TCA	Chemical	MESH:C000589078
Pyruvate	Chemical	MESH:D011773
Acetyl	Chemical	MESH:C011632
Fructose	Chemical	MESH:D005632
Gluconic acid	Chemical	MESH:C030691
myo-Inositol	Chemical	MESH:C572459
phosphate	Chemical	MESH:D010710
Succinic acid	Chemical	MESH:D019802
Tryptophan	Chemical	NA
Isopentenyl	Chemical	MESH:C004809
Serine	Chemical	MESH:C047902
Citric acid	Chemical	MESH:D019343
2-Oxoglutarate	Chemical	MESH:C029743
Ascorbic acid	Chemical	MESH:D001205
myo-Inositol	Chemical	MESH:C572459
Tryptamine	Chemical	MESH:C030820
Squalene	Chemical	MESH:D013185
Glutamic acid	Chemical	MESH:C030030
Serotonin	Chemical	MESH:D012701
B-Sitosterol	Chemical	MESH:D012855
Campesterol	Chemical	MESH:C021273
Stigmasterol	Chemical	MESH:D013265
