word	type	identifier
sucrose	Chemical	MESH:D013395
Glucose	Chemical	MESH:D005947
D-Glucose-6P---- B-D-Glucose	Chemical	MESH:D005947
D-Fructose-6P	Chemical	MESH:D005632
Glyceraldehyde-3PD-Xylulose-5P	Chemical	MESH:D005985
Phosphoenolpyruvate	Chemical	MESH:D010728
Glycine Serine	Chemical	MESH:D005998
Cysteine	Chemical	MESH:D003545
pyruvate	Chemical	MESH:D011773
Alanine	Chemical	MESH:D000409
Asparagin	Chemical	NA
Asparate	Chemical	NA
Homoserine	Chemical	MESH:C088386
Threonine	Chemical	MESH:C061951
Oxaloacetate	Chemical	MESH:D010071
Acetyl	Chemical	MESH:C011632
Acetyl-CoA	Chemical	MESH:D000105
Succinate	Chemical	MESH:D013386
Citrate	Chemical	MESH:C102006
D-Glucono-1,5-lactone-6P	Chemical	MESH:C106477
D-Gluconate-6P	Chemical	MESH:C030691
D-Ribulose-5P	Chemical	MESH:C100182
D-Ribose-5P	Chemical	MESH:D012266
Histidine	Chemical	MESH:C115717
Succinyl	Chemical	MESH:C035687
Isocitrate	Chemical	MESH:D007523
Acetaldehyde Ethanol	Chemical	MESH:D000079
Ribose	Chemical	MESH:D012266
Purine	Chemical	MESH:D011687
Pyrimidine	Chemical	MESH:C030986
ketoglutarate L-Glutamate	Chemical	NA
L-Glutamine	Chemical	NA
