word	type	identifier
appendiceal cancers	Disease	MESH:D001063
mucinous neoplasms	Disease	MESH:D002288
appendiceal adenocarcinomas	Disease	MESH:D001063
appendiceal mucinous neoplasms	Disease	MESH:D001063
appendiceal goblet cell adenocarcinomas	Disease	MESH:D001063
neuroendocrine tumors	Disease	MESH:D018358
appendiceal cancers	Disease	MESH:D001063
mucinous neoplasms	Disease	MESH:D002288
mucinous adenocarcinomas	Disease	MESH:D002288
appendiceal adenocarcinomas	Disease	MESH:D001063
appendiceal goblet cell adenocarcinomas	Disease	MESH:D001063
appendiceal mucinous neoplasms	Disease	MESH:D001063
nocarcinomas	Disease	NA
appendiceal cancers	Disease	MESH:D001063
mucinous neoplasms	Disease	MESH:D002288
appendiceal mucinous neoplasms	Disease	MESH:D001063
appendiceal cancers	Disease	MESH:D001063
mucinous neoplasms	Disease	MESH:D002288
