word	source	identifier
Glucose	MESH	D005947
Gluconate	MESH	D005942
Ribulose	MESH	C100182
NADP NADPH	MESH	D009249
Fructose	MESH	D005632
Ribose-5P	MESH	D012266
Ribose	MESH	D012266
Dihydroxyacetone-P++Glyceraldehyde	MESH	D005985
1,3-Bisphosphoglycerate	MESH	C015891
3-Phosphoglycerate	MESH	C005156
L-alanine	MESH	D000409
L-lactate	MESH	D019344
2-Phosphoglycerate	MESH	C008885
L-valine	MESH	C035810
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Acetate	MESH	D000085
Acetyl-CoA	MESH	D000105
Acetyl	MESH	C011632
Oxaloacetate	MESH	D010071
Citrate	MESH	C102006
lysine	MESH	C114808
Malate	MESH	D008293
Glyoxylate	MESH	D006038
Isocitrate	MESH	D007523
Ketoglutarate++	MESH	C029743
Glutamate		
Succinate	MESH	D013386
