word	type	identifier
Ca 10733	Chemical	MESH:D002118
Phosphoinositide	Chemical	MESH:D010716
Ca	Chemical	MESH:D002118
phosphatidylinositol	Chemical	MESH:D010716
Phosphatidyl inositol	Chemical	MESH:D010716
Ca 04329	Chemical	MESH:D002118
Ca03113	Chemical	MESH:D002118
Phosphatidylinositol	Chemical	MESH:D010716
phosphate	Chemical	MESH:D010710
Phosphatidylinositol	Chemical	MESH:D010716
Ca 12434	Chemical	MESH:C033438
K 12485	Chemical	MESH:D011188
Ca 02178	Chemical	MESH:D002118
Ca 03113	Chemical	MESH:D002118
Phosphatidylinositol	Chemical	MESH:D010716
phosphate	Chemical	MESH:D010710
TENsin	Chemical	MESH:C406010
Phosphatidylinositol-4-phosphate	Chemical	MESH:C037178
Ca 04252	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Ca 03279	Chemical	MESH:D002118
Ca 14117	Chemical	MESH:C074852
Diacylglycerol	Chemical	MESH:D004075
TENsin	Chemical	MESH:C406010
Ca 02178	Chemical	MESH:D002118
Diacylglycerol	Chemical	MESH:D004075
Phosphatidic acid	Chemical	MESH:D010712
Ca	Chemical	MESH:D002118
Phosphoglycerate	Chemical	MESH:C008885
Ca 12484	Chemical	MESH:D002118
Ca 12485	Chemical	MESH:D002118
Ca 12434	Chemical	MESH:C033438
Ca 22801	Chemical	MESH:D002118
Inositol polyphosphate	Chemical	MESH:D011122
Calcium	Chemical	MESH:D002118
Inositol	Chemical	MESH:D007294
Ca	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Phosphoglycerate	Chemical	MESH:C008885
Ca 03023	Chemical	MESH:D002118
Ca2	Chemical	MESH:D002118
Ca	Chemical	MESH:D002118
Inositol	Chemical	MESH:D007294
Ca	Chemical	MESH:D002118
Inositol	Chemical	MESH:D007294
Ca	Chemical	MESH:D002118
Ca 05134	Chemical	MESH:D002118
Inositol	Chemical	MESH:D007294
D-Glucose	Chemical	MESH:D005947
Inositol	Chemical	MESH:D007294
Myo-Inositol	Chemical	MESH:C572459
