word	type	identifier
ADP	Chemical	MESH:D000244
Pyruvate	Chemical	MESH:D011773
ATP	Chemical	MESH:D000255
Ser	Chemical	MESH:C530429
Ser	Chemical	MESH:C530429
ATP	Chemical	MESH:D000255
ADP	Chemical	MESH:D000244
Glucose	Chemical	MESH:D005947
Glu	Chemical	MESH:C094686
ATP	Chemical	MESH:D000255
Ser	Chemical	MESH:C530429
ADP	Chemical	MESH:D000244
Ser	Chemical	MESH:C530429
DHAP	Chemical	MESH:C017202
ADP	Chemical	MESH:D000244
ATP	Chemical	MESH:D000255
Lactate	Chemical	MESH:D019344
Methylglyoxal	Chemical	MESH:D011765
ADP	Chemical	MESH:D000244
ATP	Chemical	MESH:D000255
Pyruvate	Chemical	MESH:D011773
Glucose	Chemical	MESH:D005947
Acetyl-CoA	Chemical	MESH:D000105
TCA	Chemical	MESH:C000589078
