word	type	identifier
OH	Chemical	MESH:C031356
Lactucin	Chemical	MESH:C516715
Lactucin	Chemical	MESH:C516715
Glucose	Chemical	MESH:D005947
Lactucin	Chemical	MESH:C516715
Lactate	Chemical	MESH:D019344
OHI	Chemical	MESH:C489255
N	Chemical	MESH:D009584
Biotin-azide	Chemical	MESH:D001386
Biotin	Chemical	MESH:D001710
Pyruvate	Chemical	MESH:D011773
FADH	Chemical	MESH:C058805
NADH Oxaloacetate	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
Phosphoglycerate	Chemical	MESH:C008885
Pyruvate	Chemical	MESH:D011773
Pyruvate	Chemical	MESH:D011773
Acetyl	Chemical	MESH:C011632
Fumarate	Chemical	MESH:D005650
Succinate	Chemical	MESH:D013386
ATP ADP	Chemical	MESH:D000244
Citric	Chemical	MESH:D019343
Isocitric	Chemical	MESH:C034219
NAD	Chemical	MESH:D009243
NAD	Chemical	MESH:D009243
Succinyl NADH	Chemical	MESH:D009243
