word	mesh	match	name	chebi
NH4	mesh:D000641	Ammonia	ammonia	chebi:16134
NaNO3	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na15 NO3	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
NO	NA	NA	NA	NA
Na15NO3	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
NH2	mesh:D000641	Ammonia	ammonia	chebi:16134
NH4	mesh:D000641	Ammonia	ammonia	chebi:16134
NaNO3	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na15NO3	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
NH	mesh:D000641	Ammonia	ammonia	chebi:16134
NH	mesh:D000641	Ammonia	ammonia	chebi:16134
NH2	mesh:D000641	Ammonia	ammonia	chebi:16134
Na15 NO	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
Na	mesh:D012964	Sodium	sodium-23 atom	chebi:52634
NO3	mesh:C039620	NA	NA	NA
NH2	mesh:D000641	Ammonia	ammonia	chebi:16134
amino acid	mesh:D000596	NA	NA	NA
amino acid	mesh:D000596	NA	NA	NA
amino acid	mesh:D000596	NA	NA	NA
