word	source	identifier
Acetyl	MESH	C011632
L-glutamate		
NH	MESH	D000641
ATP	MESH	D000255
NADP	MESH	D009249
glutamate		
NADPH	MESH	D009249
H	MESH	D006859
ADP	MESH	D000244
Oxaloacetate	MESH	D010071
L-glutamine		
TCA	MESH	C000589078
ketoglutarate	MESH	C029743
Acetyl-CoA	MESH	D000105
Fumarate	MESH	D005650
N-acetylglutamate	MESH	D009584
N-acetylglutamyl-5-phosphate	MESH	C416671
aldehyde	MESH	D000447
N-a-acetylornithine	MESH	D009584
Ornithine	MESH	C008973
Carbamoyl phosphate	MESH	D002221
L-aspartate		
PPi	MESH	C116317
AMP4	MESH	D000249
L-argininosuccinate	MESH	C042049
Glutamate		
Succinate	MESH	D013386
L-arginine		
O	MESH	D013481
Agmatine	MESH	D000376
Putrescine	MESH	D011700
