word	mesh	match	name	doid
Lymphoma	NA	lymphoma	lymphoma	DOID:0060058
cancer	NA	cancer	cancer	DOID:162
Cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
Lung cancer	NA	lung cancer	lung cancer	DOID:1324
Breast cancer	NA	breast cancer	breast cancer	DOID:1612
Pancreatic cancer	NA	pancreatic cancer	pancreatic cancer	DOID:1793
Colorectal cancer	NA	colorectal cancer	colorectal cancer	DOID:9256
Cervical cancer	NA	cervical cancer	cervical cancer	DOID:4362
Cervical cancer	NA	cervical cancer	cervical cancer	DOID:4362
