word	mesh	match	name	chebi
Dehydroisoandrosterone	mesh:D003687	Dehydroepiandrosterone	dehydroepiandrosterone	chebi:28689
DHEA	mesh:D003687	Dehydroepiandrosterone	dehydroepiandrosterone	chebi:28689
Bilirubin	mesh:D001663	Bilirubin	bilirubin IXalpha	chebi:16990
Steroid	mesh:D013256	Steroids	steroid	chebi:35341
Alcohol	mesh:D000431	Ethanol	ethanol	chebi:16236
steroids	mesh:D013256	Steroids	steroid	chebi:35341
Methionine	mesh:D008715	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
TCDCA	NA	NA	NA	NA
TUDCA	mesh:C031655	NA	NA	NA
MTHF	mesh:C032418	NA	NA	NA
Cystathionine	mesh:D003540	Cystathionine	cystathionine	chebi:17755
Homocysteine	mesh:D006710	Homocysteine	homocysteine	chebi:17230
Cysteine	mesh:D003545	Cysteine	cysteine	chebi:15356
Taurine	mesh:D013654	Taurine	taurine	chebi:15891
alcohol	mesh:D000431	Ethanol	ethanol	chebi:16236
GUDCA	NA	NA	NA	NA
bile acids	mesh:D001647	NA	NA	NA
CDO sulfinate	mesh:C036350	NA	NA	NA
TCDCA, TUDCA	mesh:C031655	NA	NA	NA
Glycine	mesh:D005998	Glycine	glycine	chebi:15428
