word	mesh	match	name	doid
cardiomyopathy	NA	cardiomyopathy	cardiomyopathy	DOID:0050700
carcinoma	NA	carcinoma	carcinoma	DOID:305
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
carcinoma	NA	carcinoma	carcinoma	DOID:305
cancer	NA	cancer	cancer	DOID:162
leukemia	NA	leukemia	leukemia	DOID:1240
cardiomyopathy	NA	cardiomyopathy	cardiomyopathy	DOID:0050700
lung cancer	NA	lung cancer	lung cancer	DOID:1324
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
myeloid leukemia	NA	myeloid leukemia	myeloid leukemia	DOID:8692
Hypertrophic cardiomyopathy	NA	hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	DOID:11984
Renal cell carcinoma	NA	renal cell carcinoma	renal cell carcinoma	DOID:4450
Acute myeloid leukemia	NA	acute myeloid leukemia	acute myeloid leukemia	DOID:9119
