word	type	identifier
Tryptophan	Chemical	NA
Indole Pyruvate	Chemical	MESH:C008122
Kynurenine	Chemical	MESH:C029366
N-Formyl-L-kynurenine	Chemical	NA
Kynurenine	Chemical	MESH:C029366
Serotonin	Chemical	MESH:D012701
TrpD ---Tryptamine	Chemical	MESH:C030820
Indole-3-acetamide	Chemical	MESH:C015950
5-Hydroxy-Tryptophan	Chemical	NA
3-Hydroxykynurenine	Chemical	MESH:C402223
Kynurenic acid	Chemical	MESH:D007736
Anthranilic acid	Chemical	MESH:C031385
Indole-3-ethanol	Chemical	MESH:C005949
Indole-3-acetic acid	Chemical	MESH:C030737
IAA	Chemical	MESH:C068520
Indole-acetate	Chemical	MESH:C030374
Indole	Chemical	MESH:C030374
Indole-3-aldehyde	Chemical	MESH:C012381
Indole-3-acetic acid	Chemical	MESH:C030737
IAA	Chemical	MESH:C068520
lindole-3-propionic acid	Chemical	MESH:C029658
IPA	Chemical	MESH:C507406
3-Hydroxyanthranilic acid	Chemical	MESH:D015095
5-Hydroxyltryptamine	Chemical	MESH:C068492
5-HT	Chemical	MESH:D012701
Serotonin	Chemical	MESH:D012701
Indole-3-pyruvate	Chemical	MESH:C008122
Indole-3-lactic acid	Chemical	MESH:C024139
3-Indoleacrylic acid Indole-3-acetic acid	Chemical	MESH:C001446
IAA	Chemical	MESH:C068520
Quinolinic acid	Chemical	MESH:D017378
3-Methylindole	Chemical	MESH:D012862
Indole-3-aldehyde	Chemical	MESH:C012381
Indole-3-carboxylic acid	Chemical	MESH:C012382
Indoxyl	Chemical	MESH:C034082
sulfate	Chemical	MESH:D013431
