word	type	identifier
Serine	Chemical	MESH:C047902
Sarcosine	Chemical	MESH:D012521
5,10-CH2THF	Chemical	MESH:C006461
Glycine	Chemical	MESH:D005998
THF	Chemical	MESH:C006461
Folate	Chemical	MESH:D005492
5-MTHF	Chemical	MESH:C032418
ATP	Chemical	MESH:D000255
Met	Chemical	MESH:C034758
Serine	Chemical	MESH:C047902
ATP	Chemical	MESH:D000255
Dimethylglycine	Chemical	MESH:C025138
Methionine	Chemical	MESH:D008715
Choline	Chemical	MESH:D002794
Cysteine	Chemical	MESH:D003545
Glycine	Chemical	MESH:D005998
ketobutyrate	Chemical	MESH:C005087
Glutathione	Chemical	MESH:D005978
Sarcosine	Chemical	MESH:D012521
Serine	Chemical	MESH:C047902
Folate	Chemical	MESH:D005492
THF	Chemical	MESH:C006461
Glucose	Chemical	MESH:D005947
THF	Chemical	MESH:C006461
5,10-CH2THF	Chemical	MESH:C006461
5-MTHF	Chemical	MESH:C032418
