word	mesh	match	name	doid
Tuberculosis	NA	tuberculosis	tuberculosis	DOID:399
Hepatitis	NA	hepatitis	hepatitis	DOID:2237
cancer	NA	cancer	cancer	DOID:162
atherosclerosis	NA	atherosclerosis	atherosclerosis	DOID:1936
Toxoplasmosis	NA	toxoplasmosis	toxoplasmosis	DOID:9965
cancer	NA	cancer	cancer	DOID:162
cancer	NA	cancer	cancer	DOID:162
atherosclerosis	NA	atherosclerosis	atherosclerosis	DOID:1936
cancer	NA	cancer	cancer	DOID:162
Hepatitis B	NA	hepatitis B	hepatitis B	DOID:2043
Prostate cancer	NA	prostate cancer	prostate cancer	DOID:10283
