word	mesh	match	name	chebi
DMSO	mesh:D004121	Dimethyl Sulfoxide	dimethyl sulfoxide	chebi:28262
AZD8186	mesh:C000595972	NA	NA	NA
U-13C	mesh:C513342	NA	NA	NA
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glucose-1P-Glucose-66-PG	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Fructose-1,6-BP	mesh:D005632	Fructose	fructose	chebi:28757
Fructose	mesh:D005632	Fructose	fructose	chebi:28757
Pyruvate	mesh:D011773	NA	NA	NA
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Lactate	mesh:D019344	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
TCA	mesh:C000589078	NA	NA	NA
Amino Acids	mesh:D000596	NA	NA	NA
Ribonudeotides	NA	NA	NA	NA
