word	mesh	match	name	chebi
isopentenyl diphosphate	mesh:C004809	NA	NA	NA
3-deoxy-D-arabino-heptulosonate-7-phosphate	mesh:C013469	NA	NA	NA
anthranilic acid	mesh:C031385	NA	NA	NA
5-enolpyruvyi shikimate-3-phosphate	mesh:C042786	NA	NA	NA
DMAPP	mesh:C043060	NA	NA	NA
dimethylallyl diphosphate	mesh:C043060	NA	NA	NA
phosphomevalonate	mesh:C045038	NA	NA	NA
isochorismic acid	mesh:C052985	NA	NA	NA
erythrose-4-phopshate	mesh:C073321	erythrose	erythrose	chebi:33946
endophenazine A	mesh:C469530	NA	NA	NA
endophenazine B	mesh:C469531	NA	NA	NA
geranyl diphosphate	mesh:C511282	NA	NA	NA
mevalonate	mesh:D008798	NA	NA	NA
diphosphate	mesh:D011756	NA	NA	NA
