word	source	identifier
Geranylgeranyl diphosphate	MESH	C002963
Violaxanthin	MESH	C005613
Neoxanthin	MESH	C011947
Fucoxanthin	MESH	C025164
DMAPP	MESH	C043060
Dimethylallyl diphosphate	MESH	C043060
Phytoene	MESH	C100185
2C-methyl-D-erythritol 4-phosphate	MESH	C114232
4-diphosphocytidyl-2C-methyl-d-erythritol	MESH	C400182
4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate	MESH	C406803
2C-methyl-D-erythritol 2,4-cyclodiphosphate	MESH	C443879
5-Carotene	MESH	D002338
B-Carotene	MESH	D002338
CMP	MESH	D003568
D-glyceraldehyde 3-phosphate	MESH	D005986
diphosphate	MESH	D011756
Pyruvate	MESH	D011773
Zeaxanthin	MESH	D065146
