word	source	identifier
5,6-dihydrouracil	MESH	C007419
adenine	MESH	D000225
Ribose-5-phosphate	MESH	C031626
adenosine	MESH	D000241
Pyrimidine	MESH	C030986
adenylosuccinate	MESH	C012168
allantoin	MESH	D000481
AMP	MESH	D000249
beta-alanine	MESH	D015091
Adenylosuccinate	MESH	C012168
GMP	MESH	C068152
cytidine	MESH	D003562
Inosine	MESH	D007288
Xanthosine	MESH	C005893
Guanosine	MESH	D006151
Uridine	MESH	D014529
Cytidine	MESH	D003562
Adenosine	MESH	D000241
guanine	MESH	D006147
guanosine	MESH	D006151
hypoxanthine	MESH	D019271
Adenine	MESH	D000225
Nupokhanthine		
Xanthine	MESH	D019820
Guanine	MESH	D006147
inosine	MESH	D007288
5,6-Dihydrouracil	MESH	C007419
uracil	MESH	D014498
uridine	MESH	D014529
Alantoine		
Beta-ureidopropionic acid	MESH	C035122
xanthine	MESH	D019820
xanthosine	MESH	C005893
Beta-Alanine	MESH	D015091
5,0-dhydrouraci	MESH	C016665
2-0-methylguanosine	MESH	C016578
5-Methyluridine ribothymidine	MESH	C009182
5-AMP	MESH	D000249
Xanthosine 5-monophosphate	MESH	C011141
5,6-dihydrothymine	MESH	C042836
2-AMP	MESH	D000249
7-methylguanine	MESH	C008450
2-deoxyinosine	MESH	C012271
2-deoxyuridine	MESH	D003857
5-CMP	MESH	D003568
N2-methylguanosine	MESH	C016578
Guanosine 5-diphospho-tucose	MESH	C017353
N6-carbamoylthrenonyladenosine	MESH	D009584
Hypoxanthine	MESH	D019271
Z	MESH	C017788
