word	source	identifier
maltotetraose	MESH	C009819
citramalate	MESH	C011729
maltopentaose	MESH	C019193
alanine	MESH	D000409
arginine	MESH	D001120
arginine glutamine	MESH	D001120
asparagine	MESH	D001216
aspartate	MESH	D001224
cysteine	MESH	D003545
fructose	MESH	D005632
fumarate	MESH	D005650
glucose	MESH	D005947
arginine glutamine	MESH	D005973
glutamine	MESH	D005973
glycine	MESH	D005998
histidine	MESH	D006639
isocitrate	MESH	D007523
isoleucine	MESH	D007532
leucine	MESH	D007930
lysine	MESH	D008239
malate	MESH	D008293
maltose	MESH	D008320
methionine	MESH	D008715
oxaloacetate	MESH	D010071
phenylalanine	MESH	D010649
phosphate	MESH	D010710
proline	MESH	D011392
pyruvate	MESH	D011773
serine	MESH	D012694
succinate	MESH	D013386
sucrose	MESH	D013395
threonine	MESH	D013912
tryptophan	MESH	D014364
tyrosine	MESH	D014443
valine	MESH	D014633
glutamate	MESH	D018698
lactate	MESH	D019344
