word	type	identifier
Glucose	Chemical	MESH:D005947
Glutamate	Chemical	NA
Glucose	Chemical	MESH:D005947
Fructose-6-P	Chemical	MESH:D005632
Glutamine	Chemical	MESH:C578860
Amino Acid	Chemical	MESH:D000596
UDP	Chemical	MESH:D014530
N-GlcNAc GlcN-6P Fructose-1,6-BP	Chemical	MESH:C517973
Dihydroxyacetone	Chemical	MESH:D004098
NADP	Chemical	MESH:D009249
NADPH	Chemical	MESH:D009249
Alanine	Chemical	MESH:D000409
Glyceraldehyde-3-P	Chemical	MESH:D005985
1,3-BP-glycerate	Chemical	MESH:C490048
Glycine Serine-3-P-glycerate	Chemical	MESH:C005156
2-P-glycerate	Chemical	MESH:C008885
ENO	Chemical	MESH:C095157
Phosphoenolpyruvate	Chemical	MESH:D010728
Pyruvate	Chemical	MESH:D011773
Lactate	Chemical	MESH:D019344
Lactate	Chemical	MESH:D019344
Ribulose-5-P	Chemical	MESH:C100182
Ribose-5-P	Chemical	MESH:D012266
Acetyl-CoA	Chemical	MESH:D000105
Pyruvate	Chemical	MESH:D011773
TCA Cycle	Chemical	MESH:C000589078
