word	source	identifier
Arabitol	MESH	C014999
Malic acid	MESH	C030298
Gluconic acid	MESH	C030691
Fumaric acid	MESH	C032005
Alanine	MESH	D000409
Arginine	MESH	D001120
Aspartic acid	MESH	D001224
Cytidine	MESH	D003562
Fatty acid	MESH	D005227
Fructose	MESH	D005632
Glucose	MESH	D005947
Glutamine	MESH	D005973
Glycerol	MESH	D005990
Glycine	MESH	D005998
Histidine	MESH	D006639
Inosine	MESH	D007288
Isoleucine	MESH	D007532
Lactose	MESH	D007785
Lysine	MESH	D008239
Malonate	MESH	D008314
Maltose	MESH	D008320
Mannose	MESH	D008358
Methionine	MESH	D008715
Phenylalanine	MESH	D010649
Proline	MESH	D011392
Pyroglutamic acid	MESH	D011761
Pyruvate	MESH	D011773
pyruvate	MESH	D011773
Serine	MESH	D012694
Sorbitol	MESH	D013012
succinate	MESH	D013386
Taurine	MESH	D013654
Threonine	MESH	D013912
Tyrosine	MESH	D014443
Uracil	MESH	D014498
Urea	MESH	D014508
Uridine	MESH	D014529
Valine	MESH	D014633
Glutamic acid	MESH	D018698
Hypoxanthine	MESH	D019271
Citric acid	MESH	D019343
Lactate	MESH	D019344
Succinic acid	MESH	D019802
Xanthine	MESH	D019820
Oxaloacetic acid	MESH	D062907
