word	source	identifier
Na	MESH	D012964
Fe	MESH	D007501
Glucosylglycerol	MESH	C034727
Molybdopterin	MESH	C022261
Molybdate	MESH	C044659
Thiamine	MESH	D013831
Riboflavin	MESH	D012256
FAD	MESH	D005182
UDP	MESH	D014530
Galactose	MESH	D005690
Rhamnose	MESH	D012210
Mn	MESH	D008345
Pyrimidines	MESH	C030986
Glucose	MESH	D005947
Fucose	MESH	D005643
Mannose	MESH	D008358
Histidine	MESH	C115717
ADP	MESH	D000244
Carbamoyl	MESH	D002221
Sulfate	MESH	D013431
Sucrose	MESH	D013395
Acetylglucosamine	MESH	D000117
Methionine	MESH	D008715
Carbon Glutathione	MESH	D002244
Digalactosyl diacylglycerol Phosphatidylglycerol	MESH	D010715
Sulfide	MESH	D013440
Synechoxanthin	MESH	C532733
Caretonoids		
Lycopene	MESH	C015329
Cysteine	MESH	D003545
Alkanes	MESH	D000473
Biotin	MESH	D001710
Monogalactosyl diacylglycerol	MESH	D004075
Serine	MESH	C047902
acyl	MESH	D000214
Fe-S	MESH	C111959
Sulfoquinovose diacylglycerol	MESH	C009358
Glycerol-3P  Fatty acids	MESH	D005227
Alanine	MESH	D000409
Geranyl-geranyl-PP	MESH	C031049
Glycine	MESH	D005998
Glycerol	MESH	D005990
Polyhydroxybutyrate		
Pyruvate	MESH	D011773
Asparagine	MESH	C050801
Pyridoxine	MESH	D011736
Menaquinone	MESH	D024482
NADP NAD	MESH	D009243
Acetyl-CoA	MESH	D000105
Valine	MESH	C521924
Leucine Coenzyme A	MESH	D003067
Isoleucine	MESH	C043801
Tryptophan		
Phenylalanine	MESH	C119108
Tyrosine		
Threonine	MESH	C061951
Aspartate		
Cyanophycin		
Folate	MESH	D005492
TCA	MESH	C000589078
Arginine	MESH	D001127
2-Oxoglutarate	MESH	C029743
Fumarate	MESH	D005650
Lysine	MESH	C114808
Agmatine	MESH	D000376
Ormithine		
Putrescine	MESH	D011700
Tocopherols	MESH	D024505
Cadaverine	MESH	D002103
NADP	MESH	D009249
NADPH NADP	MESH	D009249
amino	MESH	D000596
Glutamine	MESH	C578860
Glutamate		
Phycocyanobilin	MESH	C011069
Cu	MESH	D003300
Proline	MESH	C489032
Bilirubin	MESH	D001663
Heme	MESH	D006418
Protoporphyrin-9+	MESH	D011524
Ca	MESH	D002118
Uroporphyrinogen	MESH	D014577
ATP	MESH	D000255
Pyrophosphate Glutamine	MESH	D011756
Zn	MESH	D015032
Urea NH,-NO	MESH	D014508
