word	type	identifier
N-Acetyl-L-aspartate	Chemical	NA
N-Acetyl-L-aspartate L-Asparagine	Chemical	NA
L-Aspartate	Chemical	NA
L-Aspartate	Chemical	NA
L-Arginosuccinate	Chemical	MESH:C025076
Ornithine	Chemical	MESH:C008973
N-a-Acetyl-L-ornithine	Chemical	MESH:C003305
Fumarate	Chemical	MESH:D005650
L-Arginine	Chemical	NA
Succinate	Chemical	MESH:D013386
L-Arginine	Chemical	NA
urea	Chemical	MESH:D014508
Citrate	Chemical	MESH:C102006
N-e-Acetyl-L-ornithine	Chemical	MESH:C003305
Pyruvate	Chemical	MESH:D011773
Phosphoenol-pyruvate	Chemical	MESH:C015443
Citrate	Chemical	MESH:C102006
Oxaloacetate	Chemical	MESH:D010071
2-Oxoglutarate	Chemical	MESH:C029743
L-Glutamine	Chemical	NA
Glutamate	Chemical	NA
L-Glutamate	Chemical	NA
L-Glutamine	Chemical	NA
