word	mesh	match	name	chebi
Angiotensinogen	NA	Angiotensinogen	NA	chebi:2720
Ang II	NA	ang II	NA	chebi:48432
Angiotensinogen	NA	Angiotensinogen	NA	chebi:2720
Mas	NA	MAs	NA	chebi:25427
mage	NA	MAGE	NA	chebi:75883
GSSG	NA	GSSG	(2S,2'S)-5,5'-[disulfanediylbis({(2R)-3-[(carboxymethyl)amino]-3-oxopropane-1,2-diyl}imino)]bis(2-amino-5-oxopentanoic acid)	chebi:17858
GSH	NA	GSH	L-gamma-glutamyl-L-cysteinylglycine	chebi:16856
L-Arg	NA	L-Arg	L-arginine	chebi:16467
ROS	NA	ROS	NA	chebi:26523
ROS	NA	ROS	NA	chebi:26523
Creatinine	NA	creatinine	creatinine	chebi:16737
DBP	NA	DBP	dibutyl benzene-1,2-dicarboxylate	chebi:34687
SAH	NA	SAH	S-(5'-deoxyadenosin-5'-yl)-L-homocysteine	chebi:16680
ROS	NA	ROS	NA	chebi:26523
MAP	NA	MAP	(6alpha)-6-methyl-3,20-dioxopregn-4-en-17-yl acetate	chebi:6716
GSH	NA	GSH	L-gamma-glutamyl-L-cysteinylglycine	chebi:16856
Ang II	NA	ang II	NA	chebi:48432
ROS	NA	ROS	NA	chebi:26523
DBP	NA	DBP	dibutyl benzene-1,2-dicarboxylate	chebi:34687
SAH	NA	SAH	S-(5'-deoxyadenosin-5'-yl)-L-homocysteine	chebi:16680
MAP	NA	MAP	(6alpha)-6-methyl-3,20-dioxopregn-4-en-17-yl acetate	chebi:6716
Creatinine	NA	creatinine	creatinine	chebi:16737
