word	mesh	match	name	chebi
pyruvate	mesh:D011773	NA	NA	NA
Triose-P	mesh:D014306	Trioses	triose	chebi:27137
fumarate	mesh:D005650	NA	NA	NA
glutamate	NA	NA	NA	NA
CO	mesh:D002245	Carbon Dioxide	carbon dioxide	chebi:16526
ACO	mesh:C034482	NA	NA	NA
carbohydrate	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
citrate	mesh:C102006	NA	NA	NA
glutamate	NA	NA	NA	NA
ACO	mesh:C034482	NA	NA	NA
citrate	mesh:C102006	NA	NA	NA
Citric acid	mesh:D019343	NA	NA	NA
Malic acid	mesh:C030298	NA	NA	NA
carbohydrate	mesh:D002241	Carbohydrates	carbohydrate	chebi:16646
Citrate	mesh:C102006	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Ac	mesh:D000186	Actinium	actinium atom	chebi:33337
citrate	mesh:C102006	NA	NA	NA
pyruvate	mesh:D011773	NA	NA	NA
Ac	mesh:D000186	Actinium	actinium atom	chebi:33337
citrate	mesh:C102006	NA	NA	NA
fumarate	mesh:D005650	NA	NA	NA
