word	source	identifier
leucocyanidin	MESH	C001532
dihydroquercetin	MESH	C003377
naringenin	MESH	C005273
cyanidin	MESH	C017154
naringenin chalcone	MESH	C027329
Flavones	MESH	C043562
4-coumaroyl-CoA	MESH	C058644
pelargonidin	MESH	C066957
Sinapic acid	MESH	C073734
dihydrokaempferol	MESH	C080220
Anthocyanins	MESH	D000872
catechins	MESH	D002392
cinnamate	MESH	D002934
esters	MESH	D004952
Flavonoids	MESH	D005419
Isoflavones	MESH	D007529
malonyl-CoA	MESH	D008316
L-phenylalanine	MESH	D010649
quercetin	MESH	D011794
Proanthocyanidins	MESH	D044945
Flavonols	MESH	D044948
kaempferol	MESH	D044949
