word	source	identifier
Fructose	MESH	D005632
Neophytadiene		
Glucosamine	MESH	D005944
Sucrose	MESH	D013395
Glycerol	MESH	D005990
Glucose	MESH	D005947
Monopalmitin	MESH	C027735
monostearate	MESH	C031183
glucose	MESH	D005947
phosphate	MESH	D010710
Glucosyl	MESH	C027788
glycerol	MESH	D005990
Linolenic acid Linoleic acid	MESH	C050831
Oleic acid	MESH	D009829
Stearic acid	MESH	D013229
Glycine Pyroglutamic acid	MESH	D011761
3PG	MESH	D010400
Lactic acid	MESH	D019344
Serine	MESH	C047902
Palmitoleic acid	MESH	C008757
Palmitic acid	MESH	D019308
Pyruvate	MESH	D011773
Alanine	MESH	D000409
Fatty acids	MESH	D005227
Acetyl	MESH	C011632
LPA	MESH	C522988
Aspartic acid	MESH	C403564
Oxaloacetic acid	MESH	D062907
Citric acid	MESH	D019343
Heptadecane	MESH	C016486
Malic acid	MESH	C030298
Isocitric acid	MESH	C034219
PG	MESH	D010400
TCA	MESH	C000589078
Fumaric acid	MESH	C032005
Glutamic acid	MESH	C030030
Succinic acid	MESH	D019802
2-Oxoglutaric acid	MESH	C029743
MGDG	MESH	C467711
Succinyl	MESH	C035687
semialdehyde	MESH	C009338
