word	source	identifier
ATP	MESH	D000255
ADP	MESH	D000244
glucose 3-Phospho 2-Phospho	MESH	C033601
glycerate glycerate	MESH	C490048
Acetyl-CoA	MESH	D000105
CoA	MESH	C065987
Okaloacetate		
Phosphoenol Pyruvate	MESH	C015443
pyruvate	MESH	D011773
Glucose	MESH	D005947
Phosphoenol	MESH	C015443
NADH	MESH	D009243
Phosphate	MESH	D010710
Citrate	MESH	C102006
NAD	MESH	D009243
Pyruvate	MESH	D011773
cis-Aconitate	MESH	C043607
1,3-Bisphospho	MESH	C401229
NADPH	MESH	D009249
Glucose 6-phosphate	MESH	D019298
Aspartate		
Isocitrate	MESH	D007523
Fructose 6-phosphate	MESH	C027618
FAD	MESH	D005182
NADP	MESH	D009249
Succinate	MESH	D013386
Glyceraldehyde	MESH	D005985
3-phosphate	MESH	D010710
Ketoglutarate	MESH	C029743
Iminoaspartate		
Fructose 1,6-bisposphate	MESH	D005632
Dihydroxyacetone	MESH	D004098
phosphate	MESH	D010710
NAD NADH	MESH	D009243
Succinyl-CoA	MESH	C012046
Acetyl phosphate	MESH	C011632
Ethanol	MESH	D000431
Acetaldehyde	MESH	D000079
Acetate	MESH	D000085
3-Hydroxybutyryl-CoA	MESH	C030372
Acetoacetyl-CoA	MESH	C010667
Butyrate	MESH	D002087
Acetoacetate	MESH	D000090
3-Hydroxybutyryl-COA	MESH	C479798
Acetone	MESH	D000096
Butyryl-CoA	MESH	C024343
Butyryl	MESH	C024343
n-Butanol	MESH	D020001
iron	MESH	D007501
NADH NAD NADH NAD	MESH	D009243
Crotonoyl-CoA	MESH	C065987
NADH NAD	MESH	D009243
Ribitol 5-phosphate	MESH	C041025
D-Ribose ATP AMP	MESH	D012266
5-Phosphoribosyl	MESH	C003130
1-pyrophosphate	MESH	D011756
7-phosphate	MESH	D010710
4-phosphate	MESH	D010710
2-Deoxy D-ribose	MESH	D012266
5-phosphate	MESH	D010710
1-phosphate	MESH	D010710
D-Ribulose 5-phosphate	MESH	C031524
Ribose	MESH	D012266
Fructose	MESH	D005632
6-phosphate	MESH	D010710
