word	source	identifier
validamycin	MESH	C003749
6-phosphogluconate	MESH	C008884
6-Phospho-D-gluconate	MESH	C030691
ribose 5-phosphate	MESH	C031626
D-Ribulose 5-P	MESH	C100182
2-epi-5-epi-valiolone	MESH	C433384
3-dehydroquinate	MESH	C474477
salbostatin	MESH	C532922
aminoglycosides	MESH	D000617
butirosin	MESH	D002076
flavonoids	MESH	D005419
folate	MESH	D005492
B-D-Fructose	MESH	D005632
Fructose	MESH	D005632
gentamycin	MESH	D005839
Glucose	MESH	D005947
D-Glyceraldehyde 3-P	MESH	D005985
kanamycin	MESH	D007612
neomycin	MESH	D009355
phenylalanine	MESH	D010649
Phosphate	MESH	D010710
D-Ribose 5-P	MESH	D012266
tryptophan	MESH	D014364
tyrosine	MESH	D014443
ubiquinone	MESH	D014451
glucose-6-phosphate	MESH	D019298
acarbose	MESH	D020909
menaquinone	MESH	D024482
