word	source	identifier
ADP	MESH	D000244
phosphoglucose	MESH	C028071
D-glucose	MESH	D005947
ATP	MESH	D000255
D-glucose-6-P	MESH	D005947
D-fructose-6-P	MESH	D005632
phosphomannose		
GMP	MESH	C068152
GDP-mannose	MESH	D006155
GDP-D-mannose	MESH	D006155
D-mannose-1-P	MESH	D008358
mannose	MESH	D008358
D-mannose-6-P	MESH	D008358
GDP-L-galactose	MESH	D006153
GDP	MESH	D006153
L-galactose	MESH	D005690
NAD	MESH	D009243
L-galactose-1-P	MESH	D005690
NADH	MESH	D009243
L-galactose-1,4-lactone	MESH	D005690
L-galactono-1,4-lactone	MESH	C534014
L-ascorbic acid	MESH	D001205
