word	source	identifier
dihydroxyacetone-phosphate	MESH	D004099
fatty alcohol	MESH	D005233
fatty acid	MESH	D005227
alkylglycerol		
sphingolipids	MESH	D013107
fatty aldehyde	MESH	C001634
O	MESH	D013481
CDP-ethanolamine	MESH	C006933
CDP-choline	MESH	D003566
2-OH-FA	MESH	C031356
acyl-CoA	MESH	D000214
C24-2-OH	MESH	C031356
sphingolipid	MESH	D013107
CoA-S	MESH	C483748
C24-2-OH-fatty acyl-COA	MESH	D000214
2-hydroxyacyl	MESH	C021591
formyl-CoA COA	MESH	C479798
C23-aldehyde	MESH	D000447
C23-alcohol	MESH	D000431
C23-fatty acid	MESH	D005227
DG[O]	MESH	C067134
TG[O]	MESH	C094119
