word	source	identifier
guanosine	MESH	D006151
ribose-5-P	MESH	D012266
glucose-6-phosphate	MESH	D019298
inositol	MESH	D007294
myo-inositol	MESH	C572459
glucose	MESH	D005947
galactose	MESH	D005690
gluconic acid	MESH	C030691
UDP	MESH	D014530
sucrose	MESH	D013395
galactosylglycerol	MESH	C025100
xylose	MESH	D014994
fructose	MESH	D005632
ascorbate	MESH	D001205
mannose	MESH	D008358
threonic acid	MESH	C011369
mannitol	MESH	D008353
F-6-P	MESH	D010695
carbohydrate	MESH	D002241
glyceric acid	MESH	C042971
3-PGA	MESH	D011454
serine	MESH	C047902
glycine	MESH	D005998
tyrosine		
tyramine	MESH	D014439
leucine	MESH	C038361
acetyl-CoA	MESH	D000105
TCA	MESH	C000589078
oxaloacetate	MESH	D010071
citrate	MESH	C102006
glutamate		
arginine	MESH	D001127
aconitate	MESH	D000156
glyoxylate	MESH	D006038
fumarate	MESH	D005650
isocitrate	MESH	D007523
ornithine	MESH	C008973
succinate	MESH	D013386
2-oxoglutarate	MESH	C029743
pyroglutamate	MESH	D011761
succinyl	MESH	C035687
GABA	MESH	D005680
glutamine	MESH	C578860
