word	source	identifier
NAD	MESH	D009243
NADH	MESH	D009243
formate	MESH	D005561
ADP	MESH	D000244
PiAMP	MESH	D005165
formylCOA	MESH	C479798
formyl	MESH	C053858
ACOHNADH		
formaldehyde	MESH	D005557
PGA	MESH	D011454
5,10methyl-THF	MESH	C006461
OH LOH DHA	MESH	C111716
O RuSP	MESH	D012428
alycolaldehyde		
NADPH	MESH	D009249
PNADP		
3-phosphoglycerate	MESH	C005156
DHAP	MESH	C017202
5,10-methylene-THF	MESH	C006461
PHI	MESH	D010451
AcP	MESH	D000186
PTA	MESH	C108976
N HOH F6P	MESH	D010695
Acetyl-CoA	MESH	D000105
glycine	MESH	D005998
ATP	MESH	D000255
CPO3 phosphoglycerate	MESH	C005156
OH serine	MESH	C031356
malate	MESH	D008293
Tartronate	MESH	D013646
2-phosphoglycerate	MESH	C008885
Pyruvate	MESH	D011773
