word	source	identifier
2-Phosphoglycerate	MESH	C008885
Phosphatidylethanolamine	MESH	C483858
Acetate	MESH	D000085
Diacylglycerol	MESH	D004075
Fatty acid	MESH	D005227
Fatty acids	MESH	D005227
D-Fructose-1,6-P2	MESH	D005632
D-Fructose-6P	MESH	D005632
D-Glucose-6P	MESH	D005947
Glucose	MESH	D005947
glucose	MESH	D005947
D-Glyceraldehyde-3P	MESH	D005985
Acylglycerol-3P	MESH	D005989
Glycerol	MESH	D005990
Glycerol-3P	MESH	D005990
Malate	MESH	D008293
Malonyl CoA	MESH	D008316
Oxaloacetate	MESH	D010071
Palmitate	MESH	D010168
Pentose-phosphate	MESH	D010429
Phosphatidylcholine	MESH	D010713
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
pyruvate	MESH	D011773
Triacylglycerol	MESH	D014280
UDP	MESH	D014530
