word	source	identifier
Anthranilate	MESH	C031385
N-(5'-phosphoribosyl)anthranilate	MESH	C063777
5-phosphoribosylanthranilate	MESH	C068492
Indole-(o-carboxyphenylamino)-1-deoxyribulose-5-phosphate	MESH	C022983
Indol-3-glycerol-phosphate	MESH	C029620
Tryptophan		
RXNO-2381	MESH	C120878
RXNO-2382	MESH	C069157
indole-3-glycerol-phosphate	MESH	C008117
indole	MESH	C030374
Trp	MESH	C509690
amino	MESH	D000596
RXN-10139	MESH	C037907
Tryptamine	MESH	C030820
TAM	MESH	C419191
Indole	MESH	C030374
Indole-3-acetamide	MESH	C015950
IPA	MESH	C507406
acetaldoxime	MESH	C023728
Indole-3acetonitrile	MESH	C016516
RXN-7567		
N-hydroxyl	MESH	D017665
acetaldehyde	MESH	D000079
acetonitrile	MESH	C032159
Acetaldehyde	MESH	D000079
RXN-5581		
RXN-1404	MESH	C066668
Indole-3-acetic acid	MESH	C030737
IAA	MESH	C068520
