word	source	identifier
Oxysteroid		
Sterol	MESH	D013261
Hydroxycholesterol	MESH	D006888
5-cholesten-3B	MESH	C079712
24(S)-triol	MESH	C058059
25-Hydroxycholesterol	MESH	C007997
Cholesterol	MESH	D002784
3B-hydroxy-5-cholestenoic acid	MESH	C029435
Hydroxy A-Csteroid	MESH	D006880
Oxysterol	MESH	C083714
Hydroxy-4-cholesten-3-one	MESH	C002656
7a-dihydroxy-5-cholestenoic acid	MESH	C063075
12a-dihydroxy-4-cholesten-3-one	MESH	C030140
hydroxy-3-oxo-4-cholestanoic acid	MESH	C003681
5B-cholestan-3a,7a,-diol	MESH	C551154
5B-cholestan	MESH	C500347
triol	MESH	C058059
12a-trihydroxy-5B-cholestanoic acid	MESH	C003681
THCA	MESH	C003681
7a-dihydroxy-5ss-cholestanoic acid	MESH	C069871
DHCA	MESH	C054757
Bile acid	MESH	D001647
Acyl-CoA	MESH	D000214
Propionyl-CoA	MESH	C009061
Propionyl-CoA Cholyl-CoA Amino acid	MESH	C009061
Chenodeoxycholyl	MESH	C059323
Muricholic acid	MESH	C004821
Bile acid CoA	MESH	D001647
amino acid	MESH	D000596
Taurine	MESH	D013654
glycine	MESH	D005998
N	MESH	D009584
Ursodeoxycholic acid	MESH	D014580
B-Muricholic acid	MESH	C004821
Chenodeoxycholic acid	MESH	D002635
G-Cholic acid	MESH	D002793
