word	source	identifier
AMP	MESH	D000249
TPP-ACPP TMP	MESH	C057130
thiamine	MESH	D013831
TPP	MESH	D013835
ATP	MESH	D000255
ADP	MESH	D000244
TTP	MESH	C024157
thiamine monophoshate	MESH	D013831
TMP	MESH	D013938
Fatty acid	MESH	D005227
Glucose	MESH	D005947
Acyl-CoA	MESH	D000214
thiamine diphosphate	MESH	D013835
Acetyl-CoA	MESH	D000105
Propionyl-CoA	MESH	C009061
Fatty Acid	MESH	D005227
Pyruvate	MESH	D011773
NADPH	MESH	D009249
Ribose	MESH	D012266
thiamine triphosphate	MESH	D013838
amino acids	MESH	D000596
Citrate	MESH	C102006
keto acids	MESH	D007651
Oxaloacetate	MESH	D010071
Isocitrate	MESH	D007523
acyl-CoA	MESH	D000214
CoA NAO	MESH	C041691
CO	MESH	D002245
Succinate	MESH	D013386
Leu	MESH	C038361
Succinyl CoA	MESH	C012046
Val	MESH	C081489
Acetoacetate	MESH	D000090
succinyl-CoA	MESH	C012046
