word	symbol	source	hgnc_symbol	entrez
CSK	CSK	hgnc_symbol	CSK	1445
actin	Actin	bioentities_symbol	ACTG2	72
ASPP1/ASPP2	ASPP1	hgnc_alias_symbol	PPP1R13B	23368
Wnt	WNT	bioentities_symbol	WNT4	54361
actin	Actin	bioentities_symbol	ACTA2	59
Wnt	WNT	bioentities_symbol	WNT10A	80326
Wnt	WNT	bioentities_symbol	WNT16	51384
ASPP1/ASPP2	ASPP2	hgnc_alias_symbol	TP53BP2	7159
B-catenin	beta-catenin	hgnc_alias_symbol	CTNNB1	1499
NFKB	NFKB	bioentities_symbol	NFKB2	4791
E-cadherins	CDH1	hgnc_symbol	CDH1	999
actin	Actin	bioentities_symbol	ACTC1	70
actin	Actin	bioentities_symbol	ACTA1	58
TCF-LEF	TCF_LEF	bioentities_symbol	TCF7L2	6934
TCF-LEF	TCF_LEF	bioentities_symbol	TCF7L1	83439
actin	Actin	bioentities_symbol	ACTG1	71
NFKB	NFKB	bioentities_symbol	RELA	5970
actin	Actin	bioentities_symbol	ACTB	60
Wnt	WNT	bioentities_symbol	WNT2	7472
Wnt	WNT	bioentities_symbol	WNT7B	7477
Wnt	WNT	bioentities_symbol	WNT9A	7483
Wnt	WNT	bioentities_symbol	WNT1	7471
TCF-LEF	TCF_LEF	bioentities_symbol	TCF7	6932
NFKB	NFKB	bioentities_symbol	REL	5966
SRC	SRC	hgnc_symbol	SRC	6714
NFKB	NFKB	bioentities_symbol	RELB	5971
Wnt	WNT	bioentities_symbol	WNT11	7481
TCF-LEF	TCF_LEF	bioentities_symbol	LEF1	51176
Wnt	WNT	bioentities_symbol	WNT2B	7482
Wnt	WNT	bioentities_symbol	WNT10B	7480
p53	p53	hgnc_alias_symbol	TP53	7157
NFKB	NFKB	bioentities_symbol	NFKB1	4790
Wnt	WNT	bioentities_symbol	WNT6	7475
Wnt	WNT	bioentities_symbol	WNT7A	7476
Wnt	WNT	bioentities_symbol	WNT3	7473
RASSF8	RASSF8	hgnc_symbol	RASSF8	11228
Wnt	WNT	bioentities_symbol	WNT9B	7484
Wnt	WNT	bioentities_symbol	WNT8B	7479
Wnt	WNT	bioentities_symbol	WNT3A	89780
Wnt	WNT	bioentities_symbol	WNT8A	7478
Wnt	WNT	bioentities_symbol	WNT5B	81029
Wnt	WNT	bioentities_symbol	WNT5A	7474
