word	symbol	source	hgnc_symbol	entrez
actin	Actin	bioentities_symbol	ACTG2	72
Plasmin	PLG	hgnc_symbol	PLG	5340
actin	Actin	bioentities_symbol	ACTC1	70
actin	Actin	bioentities_symbol	ACTG1	71
VEGF	VEGF	bioentities_symbol	VEGFC	7424
VEGF	VEGF	bioentities_symbol	VEGFD	2277
VEGF-C	VEGFC	hgnc_symbol	VEGFC	7424
actin	Actin	bioentities_symbol	ACTA2	59
actin	Actin	bioentities_symbol	ACTB	60
VEGF	VEGF	bioentities_symbol	VEGFB	7423
VEGF	VEGF	bioentities_symbol	VEGFA	7422
actin	Actin	bioentities_symbol	ACTA1	58
Tube	TUBE	hgnc_alias_symbol	TUBE1	51175
VEGF	VEGF	bioentities_symbol	PGF	5228
