word	source	identifier
Ethanolamine phosphate	MESH	C005448
6-Phospho-D-gluconate	MESH	C030691
pyrimidine	MESH	C030986
D-Ribulose 5-phosphate	MESH	C031524
D-Xylulose 5-phosphate	MESH	C031625
D-Ribose 5-phosphate	MESH	C031626
Phosphatidylethanolamine	MESH	C483858
arginine	MESH	D001120
Aspartate	MESH	D001224
Diacylglycerol	MESH	D004075
Fumarate	MESH	D005650
Glutamine	MESH	D005973
Phosphatidylcholine	MESH	D010713
Phosphatidylserine	MESH	D010718
Pyruvate	MESH	D011773
Succinate	MESH	D013386
D-Glucose 6-phosphate	MESH	D019298
