word	source	identifier
triphosphate	MESH	C005692
Vesamicol	MESH	C006189
Indirubin	MESH	C027185
Y-27632	MESH	C108830
Indatraline	MESH	C418119
CGP 57380	MESH	C466997
adenosine	MESH	D000241
Auranofin	MESH	D001310
Brompheniramine	MESH	D001977
chloride	MESH	D002712
127935 Trimipramine Clemastine Promethazine	MESH	D002974
Disulfiram	MESH	D004221
Domperidone	MESH	D004294
Forskolin	MESH	D005576
fumarate	MESH	D005650
Melphalan	MESH	D008558
oxime	MESH	D010091
2-Chloroadenosine	MESH	D015762
Enalaprilat	MESH	D015773
Ganciclovir	MESH	D015774
Carboplatin	MESH	D016190
