word	source	identifier
C-o Trilostane	MESH	C009954
Aminoglutethimide	MESH	D000616
Bile Acids	MESH	D001647
Cholesterol	MESH	D002784
Corticosterone	MESH	D003345
Cortisone	MESH	D003348
11-Deoxycortisol	MESH	D003350
Deoxycorticosterone	MESH	D003900
Cortisol	MESH	D006854
hydroxysteroid	MESH	D006914
Ketoconazole	MESH	D007654
Metyrapone	MESH	D008797
17-OH-Pregnenolone	MESH	D011284
Pregnenolone	MESH	D011284
17-OH-Progesterone	MESH	D011374
Progesterone	MESH	D011374
Spironolactone	MESH	D013148
Tetrahydrocortisol	MESH	D013760
tetrahydrocortisol	MESH	D013760
Tetrahydrocortisone	MESH	D013761
Mifepristone	MESH	D015735
RU38486	MESH	D015735
Finasteride	MESH	D018120
