word	source	identifier
24-methylenecholesterol	MESH	C002537
Squalene 2,3-epoxide	MESH	C002821
brassicasterol	MESH	C003532
campestanol	MESH	C003535
cycloeucalenol	MESH	C007198
isofucosterol	MESH	C015896
sitostanol	MESH	C021255
24-epi-campesterol	MESH	C021273
campesterol	MESH	C021273
DMAPP	MESH	C043060
Episterol	MESH	C060242
24-methylene-cycloartenol	MESH	C100089
cycloartenol	MESH	C100089
24-methylenelophenol	MESH	C114722
crinosterol	MESH	C467539
Mevalonate	MESH	D008798
sitosterol	MESH	D012855
squalene	MESH	D013185
14-sterol	MESH	D013261
24-methyl-A22-sterols	MESH	D013261
stigmasterol	MESH	D013265
