word	source	identifier
Fluoroalkyl amino	MESH	D000596
EDG-Arene	MESH	C094288
F F	MESH	D005461
OEt	MESH	C441453
NH,OH	MESH	C031356
vinyl ethers	MESH	C100195
silyl enol ethers	MESH	C523681
CH2(CN)2	MESH	C496336
CH2(CN)CO	MESH	C496336
Et	MESH	C526612
nitroso aldol	MESH	C116609
LiBr	MESH	C079760
N-O	MESH	D013481
fluorinated amides	MESH	D006845
thioamides	MESH	D013854
Ar-NO	MESH	D001128
Cu	MESH	D003300
NaSO2CF	MESH	D012964
Zn	MESH	D015032
NaOAc	MESH	D012964
Ar-N	MESH	D001128
OAc	MESH	C065699
H	MESH	D006859
