word	source	identifier
Glycolithocholic acid	MESH	C027746
hydroxy-3-oxo-4	MESH	C042744
24(S)-hydroxycholesterol	MESH	C044563
cholestenoic acid	MESH	C514718
Cholesterol	MESH	D002784
cholesterol	MESH	D002784
Cholic acid	MESH	D002793
cholic acid	MESH	D002793
deoxycholic acid	MESH	D003840
Glycocholic acid	MESH	D006000
Glycodeoxycholic acid	MESH	D006002
hydroxycholesterol	MESH	D006888
lithocholic acid	MESH	D008095
Taurochenodeoxycholic acid	MESH	D013655
Taurocholic acid	MESH	D013656
Taurodeoxycholic acid	MESH	D013657
Taurolithocholic acid	MESH	D013658
