word	source	identifier
D-Mannose	MESH	D008358
L-Galactose	MESH	D005690
D-Glucose-6-P	MESH	D005947
Fructose-6-P	MESH	D005632
Glucose	MESH	D005947
D-Mannose-6-P	MESH	D008358
Inositol	MESH	D007294
Phytate	MESH	D010833
UDP	MESH	D014530
D-Glucose	MESH	D005947
D-Mannose-l-P	MESH	D008358
GDP-D-Mannose-6-P	MESH	D006155
UDP-D-Glucuronic acid	MESH	D014535
GDP-L-Gulose	MESH	C480160
GDP-L-Galactose	MESH	D006153
D-Glucuronate	MESH	D005965
D-Glucuronate-1-P	MESH	D005965
Galactonate		
L-Galactose-1-P	MESH	D005690
L-Gulono-1,4-lactone	MESH	D007783
L-Gulonate	MESH	C015252
L-Ascorbate	MESH	D001205
L-Galactono-1,4-lactone	MESH	C534014
Mono-dehydroascorbate	MESH	C451421
Dehydroascorbate		
