word	source	identifier
Uric acid	MESH	D014527
AMP	MESH	D000249
Sucrose	MESH	D013395
ADP	MESH	D000244
Sorbitol	MESH	D013012
Gluconate	MESH	D005942
Galactose	MESH	D005690
Fructose-1-P	MESH	D005632
Fructose	MESH	D005632
Glucose	MESH	D005947
Galactitol	MESH	D004376
Fructose-6-P	MESH	D005632
Glucose-6-P	MESH	D005947
Mannose	MESH	D008358
Ribulose	MESH	C100182
Sarcosine	MESH	D012521
Mannitol	MESH	D008353
3-PGA	MESH	D011454
Serine	MESH	C047902
Glycine	MESH	D005998
2-PGA	MESH	C100008
Pyruvate	MESH	D011773
Tryptophan		
5-HIAA	MESH	D006897
Acetyl	MESH	C011632
1-MPG	MESH	C108537
Glycerol	MESH	D005990
Aspartate		
Oxaloacetate	MESH	D010071
Citric acid	MESH	D019343
3-NV acid	MESH	C427345
Malate	MESH	D008293
cis-Aconitate	MESH	C043607
TCA	MESH	C000589078
Fumarate	MESH	D005650
Isocitric acid	MESH	C034219
GTP	MESH	D006160
2-KG acid	MESH	D020410
Succinate	MESH	D013386
GDP	MESH	D006153
2-NV acid	MESH	C427345
