word	source	identifier
Aldehyde	MESH	D000447
Cholesterol	MESH	D002784
26-hydrorycholest-4-en-3-one 25-hydrowycholest-4-en-3-one	MESH	C503827
Cholest-4-en-3-one-26-ayl-CaA	MESH	C000475
Cholest-4en-3-one-20	MESH	C000475
Acyl-CoA	MESH	D000214
Enoyl	MESH	C530366
Enoyl-CoA	MESH	C530366
3-ketosteroid	MESH	D007664
Pregn-4-en-3-one-20	MESH	C061511
3,17-dione	MESH	C006576
1-hydroxy	MESH	D006880
androstan-3,17-dione	MESH	C018454
Acetyl CoA	MESH	D000105
Acyl-CoA CD	MESH	D000214
2,5-seco-3,4-dinorandrost	MESH	C078543
5,17-trione	MESH	C018213
1,17-dioxo-2,3-seco	MESH	C000598300
androstan-3-Dic acid	MESH	C119216
1,17-diaxo-2,3-seco	MESH	C078539
Androstan-1,3,17-trione	MESH	C018454
androstan-3-oyl-COA	MESH	C479798
17-hydronysteroid	MESH	C006022
17-hydroxysterold	MESH	C006022
hydroxysterold		
17-hydroxysteroid	MESH	D006914
Acyl	MESH	D000214
Acetyl-CoA	MESH	D000105
17-hydroxy-1-oxo	MESH	C006022
3,4-dinorandrost-1,5-dior	MESH	C078543
17-hydroxy-1-axo0-2,3-seco	MESH	C078539
androstan-3-oyl-CoA	MESH	C038097
17-hydroxy-1-oxo-2,3-seco	MESH	C078539
androstan-3-cic acid	MESH	C038097
17-hydroxy	MESH	C006022
androstan-1,3-dione	MESH	C038097
Buccinyl-CoA	MESH	C065987
Testosterone	MESH	D013739
androstan-3-one	MESH	C038097
1-dehydrotestosterone	MESH	C013915
1-testosterone	MESH	C520094
Propionyl-CaA	MESH	D002118
