word	source	identifier
6-P-gluconolactone	MESH	C010730
Succinyl CoA	MESH	C012046
1,3-bisphosphoglycerate	MESH	C015891
Ribulose-5P	MESH	C100182
FAD	MESH	D005182
FAD H	MESH	D005182
6-P-gluconate	MESH	D005942
Glucosamine	MESH	D005944
Glucose	MESH	D005947
Glyceraldehyde-3P	MESH	D005985
Glycerol	MESH	D005990
Glycine	MESH	D005998
Hexosamine	MESH	D006595
Isocitrate	MESH	D007523
Malate	MESH	D008293
Pentose Phosphate	MESH	D010429
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Ribose-5P	MESH	D012266
Serine	MESH	D012694
Succinate	MESH	D013386
Triglyceride	MESH	D014280
Lactate	MESH	D019344
