word	source	identifier
D-glucose	MESH	D005947
Glucose 6-phosphate	MESH	D019298
Pyruvate	MESH	D011773
Citrate	MESH	C102006
L-glutamate L-aspartate		
Phosphoenolpyruvate	MESH	D010728
Aconitate	MESH	D000156
Oxaloacetate	MESH	D010071
Isocitrate	MESH	D007523
glutamate		
ketoglutarate	MESH	C029743
N-acetyl L-glutamate		
L-aspartate		
Ovaloacetane		
Succinyl	MESH	C035687
N-acetyl glutamyl-phosphate	MESH	C011632
Succinate semialdehyde	MESH	D013386
Succinate	MESH	D013386
N-acetyl L-glutamate 5-semialdehyde		
4-aminobutanoate	MESH	C045417
N-acetyl L-ornithine	MESH	C003305
4-aminobutanal	MESH	C082768
Laspartane		
Spermidine	MESH	D013095
L-arginine		
Agmatine	MESH	D000376
L-argininosuccinate	MESH	C042049
Ornithine	MESH	C008973
Putrescine	MESH	D011700
