word	source	identifier
O-Phosphoethanolamine	MESH	C005448
Behenic acid	MESH	C007547
Maltotriose	MESH	C008317
N-methylalanine	MESH	C008408
Palmitoleic acid	MESH	C008757
Azelaic acid	MESH	C010038
Threonic acid	MESH	C011369
Elaidic acid	MESH	C011459
Ketoleucine	MESH	C013082
D-Arabitol	MESH	C014999
Aminomalonic acid	MESH	C019249
Oleoylcarnitine	MESH	C026968
Glycerol-3-phosphate	MESH	C029620
L-Malic acid	MESH	C030298
Gluconic acid	MESH	C030691
Glycolic acid	MESH	C031149
2-Hydroxybutyric acid	MESH	C031570
Fumaric acid	MESH	C032005
p-Cresol	MESH	C032538
Glutaric acidAdipic acid A	MESH	C035736
Acetophenone	MESH	C038699
Glyceric acid	MESH	C042971
(S)-14-Methylhexadecanoic acid	MESH	C046143
Arachidic acid Linoleic acid	MESH	C094477
Pentadecanoic acid	MESH	C117025
Alanine	MESH	D000409
amine	MESH	D000588
Arachidonic acid	MESH	D001095
L-Asparagine	MESH	D001216
Carbohydrate	MESH	D002241
Choline	MESH	D002794
L-Cystine	MESH	D003553
Galactitol	MESH	D004376
Erythritol	MESH	D004896
Ethanolamine	MESH	D004983
Fructose	MESH	D005632
D-Glucose	MESH	D005947
Glycerol	MESH	D005990
Glycine	MESH	D005998
Guanine	MESH	D006147
Guanosine	MESH	D006151
Inosine	MESH	D007288
L-Isoleucine	MESH	D007532
Dodecanoic acid	MESH	D007850
Gamma-Tocopherol Dodecanol	MESH	D007851
L-Leucine	MESH	D007930
O D-Mannose	MESH	D008358
L-Methionine	MESH	D008715
L-Phenylalanine	MESH	D010649
Putrescine	MESH	D011700
Pyroglutamic acid	MESH	D011761
Ribose	MESH	D012266
Serine	MESH	D012694
Spermidine	MESH	D013095
Sucrose	MESH	D013395
L-Threonine	MESH	D013912
L-Tyrosine	MESH	D014443
Uric acid	MESH	D014527
Uridine	MESH	D014529
UDP	MESH	D014530
UDP glucuronic acid Uracil	MESH	D014535
LLysine L-Valine	MESH	D014633
L-Glutamic acid	MESH	D018698
Hypoxanthine	MESH	D019271
Pyruvic acid	MESH	D019289
Glucose 6-phosphate	MESH	D019298
Eicosenoic acidorlic acidPalmitic acido	MESH	D019308
Citric acid	MESH	D019343
Succinic acid	MESH	D019802
Myristic acid	MESH	D019814
Benzoic acid	MESH	D019817
Xanthine	MESH	D019820
3-Hydroxybutyric acid	MESH	D020155
Alpha-Tocopherol	MESH	D024502
tocopherol	MESH	D024505
