word	source	identifier
myo-inostol Galactose Melibioen	MESH	D005690
Guconic acid	MESH	D000596
Tryptophan		
Fructose Sucrose	MESH	D005632
Glucose	MESH	D005947
5-Nydroxy	MESH	C068492
Indoleacetate	MESH	C030737
indoleacetate	MESH	C030737
NMethylserotorin		
Serotonin	MESH	D012701
N-Acetyiseratonin Melatonin	MESH	D008550
Glycerol Phosphoric acid	MESH	D010756
Fructose-6P	MESH	D005632
Methionine	MESH	D008715
Cysteine	MESH	D003545
S-Hydroxy	MESH	D013455
Phenylalarine Benzonate		
Glycine	MESH	D005998
Serine	MESH	C047902
Glycerate-3P	MESH	C005156
Indole	MESH	C030374
kynurenine	MESH	C029366
Isoleucine Threorine 2Oxobutanoate	MESH	C005087
Lactate	MESH	D019344
L-Kynurenine	MESH	C029366
Anthranilate	MESH	C031385
2-Oxoisovalerate	MESH	C001505
Alanine	MESH	D000409
Aspartate Asparagine		
Leucine	MESH	C038361
Acetyl	MESH	C011632
L-kynurenine	MESH	C029366
L-kynurenamine	MESH	C032131
Cholesterol	MESH	D002784
Octanoic acid	MESH	C031492
Malic acid	MESH	C030298
Fatty acid Doducanoic acid	MESH	D005227
Fumaric acid	MESH	C032005
Palmitin (19) Linoleic acid (15)+	MESH	D008041
choline	MESH	D002794
Lysine	MESH	C114808
Omthine Glutamate		
Glutamine	MESH	C578860
Oleamide	MESH	C029407
Fatty acid	MESH	D005227
5Oxoproine Proline	MESH	C489032
Histidine	MESH	C115717
