word	symbol	source	hgnc_symbol	entrez
CagA	CAGA	hgnc_prev_symbol	S100A8	6279
CD4*	CD4	hgnc_symbol	CD4	920
chemokines	Chemokine	bioentities_symbol	CXCL2	2920
TGF-B	TGFB	bioentities_symbol	TGFB1	7040
B7-H2	B7-H2	hgnc_alias_symbol	ICOSLG	23308
chemokines	Chemokine	bioentities_symbol	CXCL13	10563
chemokines	Chemokine	bioentities_symbol	PF4	5196
MTOR/p70	MTOR	hgnc_symbol	MTOR	2475
B7H2	B7-H2	hgnc_alias_symbol	ICOSLG	23308
chemokines	Chemokine	bioentities_symbol	CXCL12	6387
chemokines	Chemokine	bioentities_symbol	CXCL10	3627
chemokines	Chemokine	bioentities_symbol	CXCL9	4283
chemokines	Chemokine	bioentities_symbol	CXCL5	6374
TGF-B	TGFB	bioentities_symbol	TGFB3	7043
chemokines	Chemokine	bioentities_symbol	CXCL14	9547
chemokines	Chemokine	bioentities_symbol	CXCL1	2919
IL-6	IL-6	hgnc_alias_symbol	IL6	3569
chemokines	Chemokine	bioentities_symbol	CXCL11	6373
chemokines	Chemokine	bioentities_symbol	CXCL3	2921
chemokines	Chemokine	bioentities_symbol	CXCL8	3576
TGF-B	TGFB	bioentities_symbol	TGFB2	7042
chemokines	Chemokine	bioentities_symbol	PPBP	5473
chemokines	Chemokine	bioentities_symbol	CXCL6	6372
ICOS	ICOS	hgnc_symbol	ICOS	29851
