word	source	identifier
acetyl-CoA	MESH	D000105
fatty-alcohol	MESH	D005233
fatty acid	MESH	D005227
fatty-aldehyde	MESH	C001634
S-aminovalerate	MESH	C004387
lysine	MESH	C114808
5-aminovaleramide	MESH	C068492
glutarate semialdehyde	MESH	D005977
OH	MESH	C031356
HN	MESH	C009802
Glu	MESH	C094686
keto acid	MESH	D007651
aldehyde	MESH	D000447
O homoisocitrate	MESH	C517550
acetyl-CoA COA	MESH	C479798
homoisocitrate	MESH	C517550
2-hydroxyglutaryl-COA	MESH	C479798
2-hydroxyglutarate	MESH	C019417
glutaconate	MESH	C010971
trans-enoyl-CoA	MESH	C530366
B-ketoacyl-CoA	MESH	C065987
3-hydroxyacyl	MESH	C039620
trans-enoyl	MESH	C530366
H	MESH	D006859
phosphate	MESH	D010710
acetyl-CoA CoA	MESH	D000105
butyryl	MESH	C024343
ADP	MESH	D000244
enoyl	MESH	C530366
maloryl-CoA COA	MESH	C479798
Biotin-fatty acid	MESH	D001710
Biotin	MESH	D001710
O	MESH	D013481
H Muconic acid	MESH	C005939
catechol	MESH	C034221
