word	symbol	source	hgnc_symbol	entrez
CD44	CD44	hgnc_symbol	CD44	960
STAT3	STAT3	hgnc_symbol	STAT3	6774
TGFB	TGFB	bioentities_symbol	TGFB1	7040
TGFB	TGFB	bioentities_symbol	TGFB2	7042
DDR2	DDR2	hgnc_symbol	DDR2	4921
EGF	EGF	hgnc_symbol	EGF	1950
Akt	AKT	bioentities_symbol	AKT3	10000
Akt	AKT	bioentities_symbol	AKT1	207
Akt	AKT	bioentities_symbol	AKT2	208
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
SRC	SRC	hgnc_symbol	SRC	6714
HTRA1	HTRA1	hgnc_symbol	HTRA1	5654
LOX	LOX	hgnc_symbol	LOX	4015
PDGFRB	PDGFRB	hgnc_symbol	PDGFRB	5159
VEGF	VEGF	bioentities_symbol	VEGFB	7423
TGFB	TGFB	bioentities_symbol	TGFB3	7043
TGFBR1	TGFBR1	hgnc_symbol	TGFBR1	7046
TGFBR2,	TGFBR2	hgnc_symbol	TGFBR2	7048
ROCK	ROCK	bioentities_symbol	ROCK2	9475
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
RHO	RHO	hgnc_symbol	RHO	6010
ROCK	ROCK	bioentities_symbol	ROCK1	6093
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
FAK	FAK	hgnc_alias_symbol	PTK2	5747
ERK1/2	ERK2	hgnc_alias_symbol	MAPK1	5594
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
EGFR	EGFR	hgnc_symbol	EGFR	1956
VEGF	VEGF	bioentities_symbol	PGF	5228
VEGF	VEGF	bioentities_symbol	VEGFD	2277
VEGF	VEGF	bioentities_symbol	VEGFA	7422
ERK1/2	ERK1	hgnc_alias_symbol	MAPK3	5595
VEGF	VEGF	bioentities_symbol	VEGFC	7424
