word	source	identifier
formate	MESH	D005561
glycine	MESH	D005998
serine	MESH	C047902
glutamine	MESH	C578860
2-oxo-acid	MESH	C042744
sarcosine	MESH	D012521
alanine glyoxylate	MESH	D006038
glutamate		
glycerol	MESH	D005990
dimethyl-glycine	MESH	D005998
acetylcholine	MESH	D000109
glycerol-3P	MESH	D005990
methionine	MESH	D008715
glycerophosphocholine	MESH	C115178
acetate	MESH	D000085
FATTY ACIDS	MESH	D005227
aldehyde	MESH	D000447
homocysteine	MESH	D006710
choline	MESH	D002794
CYS	MESH	C082474
ATP	MESH	D000255
phosphocholine	MESH	D010767
NADH	MESH	D009243
H	MESH	D006859
NAD	MESH	D009243
ADP	MESH	D000244
