word	source	identifier
Phenylalanine	MESH	C119108
Tyrosine		
Sinapoyl malate	MESH	C079164
Cinnamic acid	MESH	C029010
NAD(P)H	MESH	D009243
NAD	MESH	D009243
Sinapoyl	MESH	C080229
glucose	MESH	D005947
p-Coumaric acid	MESH	C032171
NAD(P)H NAD	MESH	D009243
Coumaroyl CoA	MESH	C058644
Sinapic acid	MESH	C073734
Caffeic acid Ferulic acid	MESH	C004999
o-Coumaroyl ester	MESH	C058644
Caffeoyl ester	MESH	C058645
Caffeoyl	MESH	C058645
Feruloyl	MESH	C119167
5-OHconifer	MESH	C068492
Coumaraldehyde	MESH	C117045
Coniferaldehyde	MESH	C075384
Sinapaldehyde	MESH	C075386
aldehyde	MESH	D000447
5-OHconiferyl	MESH	C068492
Coumaryl alcohol	MESH	C495469
Coniferyl alcohol	MESH	C010559
Sinapyl alcohol	MESH	C496130
alcohol	MESH	D000431
S	MESH	D013455
