word	source	identifier
Acetyl-CoA	MESH	D000105
HMG-CoA	MESH	C008047
Isopentenyl	MESH	C004809
Dimethylallyl	MESH	C043060
Tyrosine		
Geranyl	MESH	C031049
4-OH-Benzoate Decaprenyl-PP	MESH	C068697
Decaprenyl	MESH	C068697
H	MESH	D006859
benzoate	MESH	D001565
Farmesyl-PP	MESH	C466065
Squalene	MESH	D013185
Geranylgeranyl-PP	MESH	C002963
Decaprenyl-40H-benzoate	MESH	C068697
Polyprenyl	MESH	C011082
Coenzyme Q	MESH	D014451
Cholesterol Dolichol Dolichyl	MESH	D002784
NADPH	MESH	D009249
NADP	MESH	D009249
2 NADPH	MESH	D009249
ATP	MESH	D000255
ADP	MESH	D000244
DMAPP	MESH	C043060
