word	source	identifier
Xanthosine	MESH	C005893
Bisphenol-A	MESH	C006780
BisphenolA	MESH	C006780
glycinamide	MESH	C018556
5-aminoimidazole	MESH	C098330
amine	MESH	D000588
Vitamin D3	MESH	D002762
Coumestrol	MESH	D003375
fumarate	MESH	D005650
Glutamine	MESH	D005973
Guanosine	MESH	D006151
Guanosine monophosphate	MESH	D006157
3-phosphate	MESH	D010710
1-pyrophosphate	MESH	D011756
pyrophosphate	MESH	D011756
ribonucleotide	MESH	D012265
Ribose-5P	MESH	D012266
L-serine	MESH	D012694
Serine	MESH	D012694
Tetrahydrofolate	MESH	D013763
tetrahydrofolate	MESH	D013763
tetrahydrofolate tetrahydrofolate	MESH	D013763
Vitamin D	MESH	D014807
Glutamate	MESH	D018698
