word	source	identifier
Methionine	MESH	D008715
Folate	MESH	D005492
Folic acid	MESH	D005492
Glucose	MESH	D005947
THF	MESH	C006461
Serine	MESH	C047902
3-Phosphoglycerate	MESH	C005156
Dimethylglycine	MESH	C025138
5-methyl-THF	MESH	C006461
5,10-methylene-THF	MESH	C006461
Glycine	MESH	D005998
Pyruvate	MESH	D011773
Alanine	MESH	D000409
Homocysteine	MESH	D006710
Cystathionine	MESH	D003540
Cysteine	MESH	D003545
Glutathione	MESH	D005978
Citric acid	MESH	D019343
Histidine	MESH	C115717
Glutamine	MESH	C578860
Glutamate		
Glutamylcysteine	MESH	C017341
glutamyl-amino acid	MESH	C040474
Urea	MESH	D014508
Pyroglutamic acid	MESH	D011761
Proline	MESH	C489032
Succinyl-CoA	MESH	C012046
4-Hydroxyproline	MESH	C043938
